track_id,track_title,era_clean,era_rank,release_date_clean,year,track_type,n_verses,n_lines,sent_mean_compound,sent_median_compound,sent_std_compound,sent_min_compound,sent_max_compound,sent_pct_positive,sent_pct_negative,sent_pct_neutral,sent_mean_pos,sent_mean_neg,word_count,unique_words,ttr,mtld,avg_word_len,avg_syllables,flesch_kincaid_grade,pct_one_syl,pct_three_plus_syl,parser_note
jukebox_joints_yeezus,Jukebox Joints,Yeezus,9,2013-07-01,2013,Feature,1,19,0.2505,0.3612,0.4131,-0.7184,0.8271,0.526,0.105,0.368,0.2242,0.0523,143,82,0.5734,33.96,4.13,1.385,3.68,0.734,0.091,
m_p_a_yeezus,M.P.A.,Yeezus,9,2013-07-01,2013,Feature,4,16,-0.17,-0.17,0.1756,-0.34,0.0,0.0,0.5,0.5,0.0,0.1748,68,9,0.1324,12.26,4.59,1.765,6.89,0.353,0.118,
mula_yeezus,Mula,Yeezus,9,2013-07-01,2013,Feature,3,38,0.0204,0.0,0.2964,-0.5574,0.631,0.237,0.263,0.5,0.1037,0.1055,267,134,0.5019,67.02,3.71,1.236,1.73,0.787,0.019,
new_slaves_yeezus,New Slaves,Yeezus,9,2013-07-01,2013,Solo,14,72,-0.0922,0.0,0.3388,-0.802,0.6369,0.194,0.319,0.486,0.0905,0.1276,535,228,0.4262,22.45,3.91,1.232,1.84,0.813,0.032,
one_man_can_change_the_world_yeezus,One Man Can Change the World,Yeezus,9,2013-07-01,2013,Feature,1,9,0.3713,0.4404,0.3136,0.0,0.8519,0.667,0.0,0.333,0.2353,0.0,87,46,0.5287,19.87,4.2,1.253,2.96,0.816,0.046,
sanctified_yeezus,Sanctified,Yeezus,9,2013-07-01,2013,Feature,4,24,-0.2123,-0.089,0.3024,-0.8074,0.296,0.083,0.5,0.417,0.0514,0.167,193,109,0.5648,68.44,4.25,1.394,3.99,0.694,0.067,
send_it_up_yeezus,Send It Up,Yeezus,9,2013-07-01,2013,Solo,3,23,0.0372,0.0,0.4635,-0.6705,0.7351,0.391,0.304,0.304,0.2451,0.109,171,76,0.4444,27.28,3.52,1.117,0.49,0.901,0.018,
thank_you_yeezus,Thank You,Yeezus,9,2013-07-01,2013,Feature,1,11,0.2485,0.0,0.3175,0.0,0.7783,0.455,0.0,0.545,0.2694,0.0,60,31,0.5167,40.03,3.62,1.2,0.7,0.85,0.05,
u_mad_yeezus,U Mad,Yeezus,9,2013-07-01,2013,Feature,5,50,-0.0677,0.0,0.3453,-0.6502,0.6124,0.4,0.36,0.24,0.1135,0.215,340,113,0.3324,13.1,3.64,1.215,1.4,0.862,0.071,
sanctified_the_life_of_pablo,Sanctified,The Life of Pablo,10,2014-03-04,2014,Feature,2,22,-0.2316,-0.1779,0.309,-0.8074,0.296,0.091,0.545,0.364,0.0561,0.1811,193,109,0.5648,68.44,4.25,1.394,4.28,0.694,0.067,
only_one_the_life_of_pablo,Only One,The Life of Pablo,10,2014-12-31,2014,Solo,7,48,0.0404,0.0,0.2568,-0.7351,0.6369,0.188,0.083,0.729,0.0692,0.0417,393,145,0.369,25.73,3.65,1.201,1.78,0.824,0.025,
fourfiveseconds_the_life_of_pablo,FourFiveSeconds,The Life of Pablo,10,2015-01-24,2015,Solo,5,25,0.132,0.0,0.224,-0.4215,0.5574,0.48,0.04,0.48,0.1482,0.0422,177,87,0.4915,73.6,3.87,1.232,1.7,0.819,0.034,
all_day_the_life_of_pablo,All Day,The Life of Pablo,10,2015-03-01,2015,Solo,7,76,0.0142,0.0,0.2984,-0.8074,0.6808,0.25,0.158,0.592,0.1017,0.0901,603,225,0.3731,30.45,3.89,1.221,1.91,0.801,0.015,
30_hours_the_life_of_pablo,30 Hours,The Life of Pablo,10,2016-02-14,2016,Solo,5,100,0.0123,0.0,0.3045,-0.7351,0.8885,0.23,0.18,0.59,0.0747,0.0645,691,275,0.398,41.79,4.01,1.269,2.08,0.793,0.052,
facts_charlie_heat_version_the_life_of_pablo,Facts (Charlie Heat Version),The Life of Pablo,10,2016-02-14,2016,Solo,7,58,0.0365,0.0,0.3249,-0.8316,0.7742,0.259,0.172,0.569,0.0923,0.0686,557,272,0.4883,62.83,4.2,1.391,4.57,0.688,0.056,
feedback_the_life_of_pablo,Feedback,The Life of Pablo,10,2016-02-14,2016,Solo,10,53,0.0677,0.0,0.3281,-0.6705,0.802,0.302,0.17,0.528,0.0992,0.0539,442,197,0.4457,45.15,3.97,1.287,2.85,0.783,0.041,
i_love_kanye_the_life_of_pablo,I Love Kanye,The Life of Pablo,10,2016-02-14,2016,Solo,2,15,0.1775,0.0,0.4946,-0.802,0.9201,0.467,0.2,0.333,0.1572,0.0789,186,101,0.543,29.78,4.05,1.274,4.28,0.817,0.048,
low_lights_the_life_of_pablo,Low Lights,The Life of Pablo,10,2016-02-14,2016,Solo,3,38,0.1665,0.0,0.2961,-0.4767,0.8555,0.395,0.105,0.5,0.1525,0.0399,308,137,0.4448,48.91,3.9,1.269,2.55,0.818,0.049,
no_more_parties_in_la_the_life_of_pablo,No More Parties in LA,The Life of Pablo,10,2016-02-14,2016,Solo,5,128,-0.0518,0.0,0.3914,-0.8834,0.8074,0.258,0.352,0.391,0.1085,0.1445,1128,499,0.4424,71.88,4.09,1.319,3.41,0.751,0.058,
all_we_got_the_life_of_pablo,All We Got,The Life of Pablo,10,2016-05-13,2016,Feature,4,44,0.0612,0.0,0.1722,-0.3818,0.6369,0.182,0.023,0.795,0.0579,0.0078,259,79,0.305,9.61,3.26,1.127,0.01,0.892,0.015,
castro_the_life_of_pablo,Castro,The Life of Pablo,10,2016-07-01,2016,Feature,6,95,-0.0817,0.0,0.2877,-0.5859,0.4939,0.158,0.274,0.568,0.0849,0.1244,425,116,0.2729,35.19,4.13,1.285,1.31,0.755,0.038,
fade_the_life_of_pablo,Fade,The Life of Pablo,10,2016-07-01,2016,Feature,1,15,-0.0029,0.0,0.4055,-0.7906,0.6369,0.2,0.2,0.6,0.103,0.1024,77,40,0.5195,12.83,3.19,1.143,-0.1,0.857,0.0,
famous_the_life_of_pablo,Famous,The Life of Pablo,10,2016-07-01,2016,Feature,3,40,0.1141,0.0,0.413,-0.5859,0.7453,0.45,0.25,0.3,0.2744,0.1423,223,127,0.5695,67.37,3.73,1.184,0.55,0.834,0.018,
father_stretch_my_hands_pt_1_the_life_of_pablo,Father Stretch My Hands Pt. 1,The Life of Pablo,10,2016-07-01,2016,Feature,3,30,0.0373,0.0,0.2374,-0.5423,0.3612,0.333,0.1,0.567,0.0862,0.0542,225,87,0.3867,24.79,3.53,1.271,2.33,0.809,0.044,
freestyle_4_the_life_of_pablo,Freestyle 4,The Life of Pablo,10,2016-07-01,2016,Feature,3,36,-0.1601,-0.0258,0.3769,-0.8074,0.5719,0.167,0.5,0.333,0.0766,0.2333,211,104,0.4929,21.96,3.94,1.223,1.12,0.853,0.033,
highlights_the_life_of_pablo,Highlights,The Life of Pablo,10,2016-07-01,2016,Feature,6,65,-0.0338,0.0,0.3415,-0.8074,0.9136,0.246,0.231,0.523,0.1395,0.0814,465,191,0.4108,42.62,3.94,1.286,2.38,0.757,0.037,
pt_2_the_life_of_pablo,Pt. 2,The Life of Pablo,10,2016-07-01,2016,Feature,12,52,-0.0237,0.0,0.2975,-0.7845,0.6908,0.135,0.192,0.673,0.0741,0.0805,239,109,0.4561,19.15,4.01,1.276,1.26,0.766,0.033,
pussy_print_the_life_of_pablo,Pussy Print,The Life of Pablo,10,2016-07-01,2016,Feature,1,14,0.0786,0.0,0.2745,-0.5267,0.5994,0.357,0.143,0.5,0.1579,0.0412,130,87,0.6692,56.85,3.71,1.238,2.65,0.792,0.031,
real_friends_the_life_of_pablo,Real Friends,The Life of Pablo,10,2016-07-01,2016,Feature,5,72,0.0818,0.0,0.3647,-0.743,0.872,0.361,0.194,0.444,0.1719,0.0729,529,223,0.4216,37.1,3.94,1.231,1.8,0.811,0.036,
saint_pablo_the_life_of_pablo,Saint Pablo,The Life of Pablo,10,2016-07-01,2016,Feature,3,73,0.0624,0.0,0.319,-0.8555,0.7351,0.274,0.137,0.589,0.1061,0.052,635,317,0.4992,101.66,4.07,1.299,3.13,0.783,0.068,
that_part_the_life_of_pablo,THat Part,The Life of Pablo,10,2016-07-01,2016,Feature,3,50,0.0647,0.0,0.3438,-0.8316,0.8126,0.38,0.16,0.46,0.1477,0.0641,316,141,0.4462,21.82,4.18,1.31,2.33,0.747,0.044,
tiimmy_turner_remix_the_life_of_pablo,Tiimmy Turner (Remix),The Life of Pablo,10,2016-07-01,2016,Feature,1,26,-0.1305,0.0,0.3157,-0.6705,0.6369,0.115,0.423,0.462,0.0459,0.1627,155,87,0.5613,46.7,4.1,1.258,1.58,0.794,0.039,
ultralight_beam_the_life_of_pablo,Ultralight Beam,The Life of Pablo,10,2016-07-01,2016,Feature,4,24,0.3095,0.4767,0.2749,0.0,0.7351,0.583,0.0,0.417,0.3102,0.0,137,38,0.2774,10.7,3.78,1.328,2.31,0.854,0.124,
waves_the_life_of_pablo,Waves,The Life of Pablo,10,2016-07-01,2016,Feature,10,21,-0.0501,0.0,0.2692,-0.4588,0.5667,0.143,0.286,0.571,0.105,0.1159,101,54,0.5347,33.14,3.6,1.139,-0.28,0.881,0.01,
wolves_the_life_of_pablo,Wolves,The Life of Pablo,10,2016-07-01,2016,Feature,5,56,-0.0183,0.0,0.257,-0.7003,0.8555,0.143,0.214,0.643,0.0815,0.0864,362,120,0.3315,17.72,4.04,1.249,1.66,0.801,0.041,
ye_vs_the_people_the_life_of_pablo,Ye vs. the People,The Life of Pablo,10,2018-04-27,2018,Solo,37,37,0.0415,0.0,0.4591,-0.8767,0.8957,0.432,0.297,0.27,0.1478,0.1166,369,207,0.561,119.58,4.13,1.314,3.81,0.775,0.065,
dat_side_quiet_year,Dat Side,Quiet year,11,2017-07-01,2017,Feature,1,16,-0.1288,0.0,0.3551,-0.7579,0.3839,0.188,0.375,0.438,0.0463,0.1086,192,96,0.5,49.22,3.89,1.219,3.47,0.807,0.026,CyHi primary; Kanye featured. Originally categorized as ghost/non-feature in Phase 4b audit; line content review confirmed Kanye verse contribution. Re-flagged as Tier 3 feature.
feel_me_quiet_year,Feel Me,Quiet year,11,2017-07-01,2017,Feature,6,60,0.0252,0.0,0.3777,-0.8126,0.8807,0.283,0.217,0.5,0.123,0.0901,381,136,0.357,16.74,4.08,1.291,2.12,0.732,0.021,Tyga primary; Kanye featured. Originally categorized as ghost/non-feature in Phase 4b audit; line content review confirmed Kanye verse contribution. Re-flagged as Tier 3 feature.
glow_quiet_year,Glow,Quiet year,11,2017-07-01,2017,Feature,8,34,0.0426,0.0,0.3387,-0.7717,0.8271,0.265,0.206,0.529,0.1259,0.0721,249,132,0.5301,39.79,3.56,1.161,0.96,0.88,0.036,Drake primary; Kanye featured. Originally categorized as ghost/non-feature in Phase 4b audit; line content review confirmed Kanye verse contribution. Re-flagged as Tier 3 feature.
love_yourself_quiet_year,Love Yourself,Quiet year,11,2017-07-01,2017,Feature,2,14,0.1183,0.0,0.3242,-0.34,0.7506,0.357,0.143,0.5,0.1268,0.0399,145,93,0.6414,50.03,4.18,1.303,3.83,0.786,0.09,Mary J. Blige primary; Kanye featured. Originally categorized as ghost/non-feature in Phase 4b audit; line content review confirmed Kanye verse contribution. Re-flagged as Tier 3 feature.
brothers_wyoming_sessions_ye_ksg,Brothers,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,,5,81,0.0494,0.0,0.2517,-0.6705,0.7964,0.173,0.111,0.716,0.071,0.0333,465,192,0.4129,29.06,4.07,1.32,2.23,0.77,0.082,
everything_wyoming_sessions_ye_ksg,Everything,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,,5,27,0.1601,0.0,0.3209,-0.4767,0.8316,0.333,0.037,0.63,0.206,0.0214,149,57,0.3826,16.2,3.72,1.114,-0.29,0.919,0.027,
i_thought_about_killing_you_wyoming_sessions_ye_ksg,I Thought About Killing You,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,Solo,2,35,-0.1245,0.0,0.3984,-0.8374,0.673,0.2,0.371,0.429,0.0678,0.1409,345,170,0.4928,22.28,3.38,1.125,1.53,0.878,0.003,
lift_yourself_wyoming_sessions_ye_ksg,Lift Yourself,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,,6,18,-0.0051,0.0,0.1947,-0.5574,0.5688,0.056,0.111,0.833,0.0191,0.0479,87,46,0.5287,12.19,4.31,1.207,0.54,0.816,0.023,
no_mistakes_wyoming_sessions_ye_ksg,No Mistakes,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,Solo,1,16,-0.0028,0.0,0.4319,-0.6705,0.5859,0.438,0.375,0.188,0.1239,0.1199,164,104,0.6341,55.74,3.55,1.091,1.29,0.921,0.012,
the_storm_xxx_wyoming_sessions_ye_ksg,The Storm/XXX,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,,1,7,0.0706,0.0,0.1867,0.0,0.4939,0.143,0.0,0.857,0.0634,0.0,33,21,0.6364,0.0,4.67,1.333,1.98,0.758,0.091,
violent_crimes_wyoming_sessions_ye_ksg,Violent Crimes,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,Solo,1,38,-0.1244,0.0,0.4343,-0.9186,0.6597,0.316,0.447,0.237,0.1103,0.1897,311,164,0.5273,57.57,4.11,1.286,2.78,0.746,0.032,
we_got_love_wyoming_sessions_ye_ksg,We Got Love,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,,2,20,0.3072,0.34,0.2991,-0.2732,0.6696,0.65,0.05,0.3,0.3033,0.018,98,44,0.449,27.65,4.05,1.255,1.13,0.796,0.041,
xtcy_wyoming_sessions_ye_ksg,XTCY,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,,9,56,0.0311,0.0,0.5038,-0.8807,0.9136,0.357,0.268,0.375,0.2234,0.1261,373,122,0.3271,19.44,3.84,1.228,1.5,0.858,0.086,
yikes_wyoming_sessions_ye_ksg,Yikes,Wyoming Sessions (ye / KSG),12,2018-06-01,2018,Solo,9,63,-0.1643,0.0,0.3115,-0.8268,0.8074,0.079,0.444,0.476,0.0483,0.166,485,232,0.4784,59.83,4.31,1.386,3.76,0.759,0.089,
4th_dimension_wyoming_sessions_ye_ksg,4th Dimension,Wyoming Sessions (ye / KSG),12,2018-06-08,2018,Collaboration,1,12,-0.0392,0.0,0.4044,-0.6597,0.5777,0.333,0.417,0.25,0.0936,0.1332,106,72,0.6792,52.45,3.73,1.208,2.1,0.868,0.057,
cudi_montage_wyoming_sessions_ye_ksg,Cudi Montage,Wyoming Sessions (ye / KSG),12,2018-06-08,2018,Collaboration,3,63,0.2547,0.0258,0.3627,-0.5423,0.7506,0.492,0.079,0.429,0.2953,0.03,354,103,0.291,18.89,3.86,1.127,-0.1,0.929,0.031,
fire_wyoming_sessions_ye_ksg,Fire,Wyoming Sessions (ye / KSG),12,2018-06-08,2018,Collaboration,2,8,0.0217,0.0,0.2446,-0.3412,0.4215,0.25,0.25,0.5,0.0852,0.0915,85,56,0.6588,35.94,3.8,1.212,2.85,0.8,0.012,
reborn_wyoming_sessions_ye_ksg,Reborn,Wyoming Sessions (ye / KSG),12,2018-06-08,2018,Collaboration,1,12,-0.1134,-0.1012,0.2586,-0.4019,0.3612,0.167,0.5,0.333,0.0951,0.1407,103,64,0.6214,39.24,3.66,1.223,2.19,0.835,0.058,
feel_the_love_wyoming_sessions_ye_ksg,Feel the Love,Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Feature,6,49,0.2618,0.0,0.3022,-0.1531,0.7003,0.469,0.02,0.51,0.239,0.017,312,99,0.3173,8.11,3.36,1.115,0.05,0.894,0.01,
freeee_ghost_town_pt_2_wyoming_sessions_ye_ksg,Freeee (Ghost Town Pt. 2),Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Feature,3,18,0.0957,0.0,0.3878,-0.5719,0.6705,0.389,0.222,0.389,0.2236,0.1001,86,57,0.6628,53.99,3.72,1.174,0.13,0.872,0.047,
ghost_town_wyoming_sessions_ye_ksg,Ghost Town,Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Feature,1,16,0.0253,0.0,0.1468,-0.296,0.3612,0.125,0.062,0.812,0.0343,0.0222,98,71,0.7245,76.39,3.78,1.153,0.4,0.898,0.041,
kanga_wyoming_sessions_ye_ksg,KANGA,Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Feature,2,21,-0.1117,0.0,0.3161,-0.7964,0.4404,0.19,0.333,0.476,0.059,0.1354,139,90,0.6475,61.67,4.04,1.281,2.1,0.77,0.043,
kids_see_ghosts_wyoming_sessions_ye_ksg,Kids See Ghosts,Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Feature,1,24,0.0439,0.0,0.396,-0.7506,0.8201,0.292,0.25,0.458,0.099,0.0768,232,147,0.6336,73.35,4.13,1.336,3.95,0.741,0.06,
law_of_attraction_wyoming_sessions_ye_ksg,Law of Attraction,Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Feature,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,154,1,0.0065,2.0,2.0,1.0,-1.06,1.0,0.0,
new_body_wyoming_sessions_ye_ksg,New Body,Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Solo,1,19,0.045,0.0,0.3831,-0.6597,0.8625,0.316,0.211,0.474,0.108,0.0592,162,112,0.6914,69.79,3.96,1.265,2.67,0.796,0.049,
one_minute_wyoming_sessions_ye_ksg,One Minute,Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Feature,1,36,-0.1622,0.0,0.3573,-0.8689,0.4585,0.139,0.333,0.528,0.0421,0.1422,335,187,0.5582,89.31,3.95,1.236,2.62,0.8,0.036,
watch_wyoming_sessions_ye_ksg,Watch,Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Feature,1,18,-0.1079,0.0,0.3584,-0.802,0.5994,0.222,0.333,0.444,0.0716,0.1494,159,114,0.717,77.76,4.24,1.296,3.14,0.78,0.057,
wouldn_t_leave_wyoming_sessions_ye_ksg,Wouldn't Leave,Wyoming Sessions (ye / KSG),12,2018-07-01,2018,Feature,8,52,0.0004,0.0,0.276,-0.7003,0.5423,0.288,0.231,0.481,0.1126,0.0902,388,181,0.4665,44.23,4.01,1.253,2.1,0.825,0.064,
i_love_it_wyoming_sessions_ye_ksg,I Love It,Wyoming Sessions (ye / KSG),12,2018-09-06,2018,Solo,3,18,-0.2981,-0.4586,0.6098,-0.9628,0.8899,0.278,0.556,0.167,0.1426,0.3055,179,68,0.3799,18.0,3.58,1.117,1.47,0.899,0.011,
everything_we_need_jesus_is_king,Everything We Need,Jesus Is King,13,2019-07-01,2019,Feature,2,14,0.0018,0.0,0.1938,-0.4939,0.4939,0.071,0.071,0.857,0.0407,0.0279,79,55,0.6962,27.21,4.09,1.253,1.4,0.81,0.063,
hands_on_jesus_is_king,Hands On,Jesus Is King,13,2019-07-01,2019,Feature,5,72,0.0637,0.0,0.3354,-0.7096,0.7717,0.292,0.153,0.556,0.1304,0.0559,487,177,0.3634,26.16,3.9,1.201,1.22,0.838,0.033,
use_this_gospel_jesus_is_king,Use This Gospel,Jesus Is King,13,2019-07-01,2019,Feature,4,22,0.166,0.0,0.2269,0.0,0.5423,0.364,0.0,0.636,0.1347,0.0146,121,33,0.2727,7.53,3.49,1.231,1.09,0.802,0.033,
water_jesus_is_king,Water,Jesus Is King,13,2019-07-01,2019,Feature,3,42,0.2129,0.2732,0.2084,0.0,0.6124,0.548,0.0,0.452,0.329,0.0,115,42,0.3652,12.18,4.31,1.296,0.77,0.704,0.0,
closed_on_sunday_jesus_is_king,Closed on Sunday,Jesus Is King,13,2019-10-25,2019,Solo,4,26,0.0804,0.0,0.2665,-0.4404,0.836,0.385,0.154,0.462,0.1058,0.0375,235,145,0.617,63.59,4.37,1.391,4.35,0.736,0.072,
every_hour_jesus_is_king,Every Hour,Jesus Is King,13,2019-10-25,2019,Solo,7,38,0.0819,0.0,0.2302,0.0,0.8481,0.132,0.0,0.868,0.0319,0.0,415,75,0.1807,13.29,4.03,1.383,4.99,0.742,0.089,
follow_god_jesus_is_king,Follow God,Jesus Is King,13,2019-10-25,2019,Solo,4,38,0.1162,0.0,0.3143,-0.5334,0.6597,0.421,0.132,0.447,0.1055,0.0416,398,186,0.4673,70.76,4.14,1.276,3.56,0.804,0.055,
glory_jesus_is_king,Glory,Jesus Is King,13,2019-10-25,2019,,6,77,0.1194,0.0,0.3288,-0.5994,0.8402,0.364,0.169,0.468,0.1946,0.058,421,205,0.4869,72.17,3.95,1.273,1.57,0.812,0.064,
god_is_jesus_is_king,God Is,Jesus Is King,13,2019-10-25,2019,Solo,4,42,0.2221,0.2097,0.2594,-0.25,0.7506,0.524,0.024,0.452,0.2169,0.0171,338,174,0.5148,39.9,3.93,1.275,2.6,0.82,0.059,
jesus_is_lord_jesus_is_king,Jesus Is Lord,Jesus Is King,13,2019-10-25,2019,Solo,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71,43,0.6056,28.25,5.08,1.69,7.12,0.606,0.169,
nah_nah_nah_jesus_is_king,Nah Nah Nah,Jesus Is King,13,2019-10-25,2019,,7,62,-0.0894,0.0,0.2676,-0.7845,0.6808,0.129,0.29,0.581,0.0615,0.1374,482,165,0.3423,34.16,3.91,1.245,2.13,0.811,0.041,
selah_jesus_is_king,Selah,Jesus Is King,13,2019-10-25,2019,Solo,2,43,0.1283,0.0,0.3419,-0.5859,0.765,0.372,0.14,0.488,0.1647,0.0648,260,159,0.6115,58.78,3.9,1.273,1.79,0.796,0.046,
go2damoon_donda,Go2DaMoon,Donda,14,2020-12-25,2020,Feature,2,22,0.0359,0.0,0.1744,-0.2584,0.6124,0.182,0.091,0.727,0.0483,0.0258,184,125,0.6793,80.16,3.85,1.228,2.17,0.815,0.033,Playboi Carti primary; Kanye featured. Genius URL credits Kanye as featured artist; original pipeline track_type did not reflect Tier 3 feature status. Phase 4b corpus cleanup corrected misclassification (not based on dedicated line content review). Re-flagged as Tier 3 feature.
donda_donda,Donda,Donda,14,2021-07-01,2021,Feature,3,33,0.2176,0.0772,0.3236,-0.296,0.9325,0.515,0.091,0.394,0.2822,0.0433,211,112,0.5308,25.86,3.96,1.351,2.84,0.758,0.085,
god_breathed_donda,God Breathed,Donda,14,2021-07-01,2021,Feature,5,45,0.132,0.25,0.2475,-0.4588,0.6808,0.533,0.089,0.378,0.194,0.0402,273,94,0.3443,17.12,3.67,1.15,0.35,0.861,0.011,
hurricane_donda,Hurricane,Donda,14,2021-07-01,2021,Feature,1,26,0.058,0.0,0.3355,-0.5267,0.9042,0.231,0.192,0.577,0.0879,0.0776,230,116,0.5043,18.43,3.69,1.239,2.48,0.852,0.039,
jail_donda,Jail,Donda,14,2021-07-01,2021,Feature,8,50,0.0238,0.0,0.27,-0.8481,0.765,0.26,0.1,0.64,0.1236,0.0772,265,90,0.3396,20.16,4.05,1.151,0.06,0.86,0.008,
jail_pt_2_donda,Jail Pt. 2,Donda,14,2021-07-01,2021,Feature,8,46,0.0289,0.0,0.3031,-0.8481,0.6597,0.304,0.13,0.565,0.1397,0.0911,265,91,0.3434,20.94,4.05,1.147,0.19,0.864,0.008,
jesus_lord_donda,Jesus Lord,Donda,14,2021-07-01,2021,Feature,5,158,0.0073,0.0,0.2872,-0.8316,0.6767,0.184,0.133,0.684,0.0506,0.0414,1194,412,0.3451,63.19,4.04,1.261,2.24,0.786,0.039,
jesus_lord_pt_2_donda,Jesus Lord Pt. 2,Donda,14,2021-07-01,2021,Feature,6,147,0.0023,0.0,0.291,-0.9217,0.8519,0.184,0.143,0.673,0.0481,0.0438,1210,417,0.3446,60.68,4.02,1.258,2.46,0.789,0.039,
jonah_donda,Jonah,Donda,14,2021-07-01,2021,Feature,1,12,0.0192,0.0,0.3368,-0.5448,0.6486,0.333,0.333,0.333,0.1208,0.1116,110,67,0.6091,36.67,3.82,1.164,1.72,0.855,0.018,
junya_donda,Junya,Donda,14,2021-07-01,2021,Feature,7,78,0.0278,0.0,0.2039,-0.6486,0.6808,0.167,0.154,0.679,0.0827,0.0436,385,121,0.3143,12.73,3.55,1.236,0.92,0.808,0.044,
junya_pt_2_donda,Junya Pt. 2,Donda,14,2021-07-01,2021,Feature,6,76,0.0023,0.0,0.129,-0.6486,0.5267,0.066,0.105,0.829,0.0269,0.028,352,93,0.2642,11.98,3.51,1.261,1.1,0.79,0.051,
keep_my_spirit_alive_pt_2_donda,Keep My Spirit Alive Pt. 2,Donda,14,2021-07-01,2021,Feature,1,23,-0.0333,0.0,0.1214,-0.296,0.2732,0.043,0.174,0.783,0.01,0.0304,188,116,0.617,72.55,3.79,1.574,6.18,0.644,0.144,
life_of_the_party_donda,Life of the Party,Donda,14,2021-07-01,2021,Solo,5,63,0.181,0.0,0.3196,-0.7579,0.802,0.429,0.079,0.492,0.1753,0.0274,498,228,0.4578,48.58,3.91,1.243,2.16,0.819,0.048,
no_child_left_behind_donda,No Child Left Behind,Donda,14,2021-07-01,2021,Feature,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,7,0.2188,0.0,3.69,1.312,1.98,0.812,0.125,
off_the_grid_donda,Off the Grid,Donda,14,2021-07-01,2021,Feature,8,95,0.0373,0.0,0.2347,-0.8325,0.6908,0.211,0.126,0.663,0.0793,0.0382,711,255,0.3586,20.0,3.71,1.184,1.3,0.869,0.045,
ok_ok_donda,Ok Ok,Donda,14,2021-07-01,2021,Feature,4,39,0.1623,0.2732,0.2998,-0.5859,0.7269,0.641,0.154,0.205,0.2988,0.0949,231,95,0.4113,19.73,3.48,1.173,0.56,0.844,0.013,
ok_ok_pt_2_donda,Ok Ok Pt. 2,Donda,14,2021-07-01,2021,Feature,3,36,0.1328,0.1389,0.2976,-0.5859,0.7269,0.556,0.222,0.222,0.2475,0.1135,209,96,0.4593,27.53,3.55,1.172,0.51,0.842,0.01,
praise_god_donda,Praise God,Donda,14,2021-07-01,2021,Feature,4,31,0.054,0.0,0.2836,-0.7433,0.6908,0.323,0.161,0.516,0.1476,0.0776,158,80,0.5063,72.22,3.84,1.133,-0.23,0.867,0.0,
pure_souls_donda,Pure Souls,Donda,14,2021-07-01,2021,Feature,5,80,0.0575,0.0,0.2746,-0.5267,0.8519,0.237,0.125,0.637,0.1067,0.0401,600,219,0.365,24.76,3.75,1.218,1.71,0.822,0.03,
remote_control_donda,Remote Control,Donda,14,2021-07-01,2021,Feature,6,23,0.1342,0.0,0.2878,-0.6269,0.6486,0.348,0.043,0.609,0.1093,0.0251,141,61,0.4326,25.15,3.81,1.241,1.45,0.787,0.028,
remote_control_pt_2_donda,Remote Control Pt. 2,Donda,14,2021-07-01,2021,Feature,5,18,0.0814,0.0,0.2646,-0.6269,0.5574,0.278,0.056,0.667,0.0773,0.0321,106,51,0.4811,19.95,3.79,1.236,1.29,0.792,0.028,
24_donda,24,Donda,14,2021-08-29,2021,Solo,4,32,0.2105,0.1132,0.2621,-0.3612,0.7003,0.5,0.031,0.469,0.2072,0.0312,205,76,0.3707,15.91,3.84,1.312,2.39,0.746,0.054,
believe_what_i_say_donda,Believe What I Say,Donda,14,2021-08-29,2021,Solo,5,49,0.1058,0.0,0.3934,-0.7783,0.7906,0.429,0.265,0.306,0.1477,0.0758,414,175,0.4227,41.5,4.13,1.278,2.78,0.778,0.046,
come_to_life_donda,Come to Life,Donda,14,2021-08-29,2021,Solo,8,62,0.0951,0.0,0.3622,-0.5659,0.7823,0.323,0.194,0.484,0.1598,0.081,475,188,0.3958,37.13,4.1,1.295,2.68,0.794,0.065,
